Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"75.00000",mm/min
General : Start date,"9/12/2024"

Time,Extension,Load
(s),(mm),(N)
"16.17700","20.19572","3.83963"
"16.17800","20.19697","3.83808"
"16.17900","20.19822","3.83679"
"16.18000","20.19946","3.83583"
"16.18100","20.20071","3.83538"
"16.18200","20.20195","3.83547"
"16.18300","20.20320","3.83587"
"16.18400","20.20444","3.83632"
"16.18500","20.20569","3.83681"
"16.18600","20.20693","3.83741"
"16.18700","20.20817","3.83801"
"16.18800","20.20942","3.83841"
"16.18900","20.21066","3.83863"
"16.19000","20.21190","3.83886"
"16.19100","20.21315","3.83928"
"16.19200","20.21439","3.83994"
"16.19300","20.21563","3.84094"
"16.19400","20.21688","3.84234"
"16.19500","20.21812","3.84403"
"16.19600","20.21937","3.84573"
"16.19700","20.22061","3.84725"
"16.19800","20.22186","3.84846"
"16.19900","20.22310","3.84924"
"16.20000","20.22435","3.84958"
"16.20100","20.22560","3.84959"
"16.20200","20.22684","3.84938"
"16.20300","20.22809","3.84906"
"16.20400","20.22934","3.84883"
"16.20500","20.23059","3.84890"
"16.20600","20.23183","3.84928"
"16.20700","20.23308","3.84971"
"16.20800","20.23433","3.84986"
"16.20900","20.23558","3.84958"
"16.21000","20.23683","3.84908"
"16.21100","20.23808","3.84866"
"16.21200","20.23933","3.84824"
"16.21300","20.24058","3.84745"
"16.21400","20.24182","3.84614"
"16.21500","20.24307","3.84460"
"16.21600","20.24432","3.84329"
"16.21700","20.24557","3.84252"
"16.21800","20.24682","3.84227"
"16.21900","20.24807","3.84235"
"16.22000","20.24932","3.84267"
"16.22100","20.25056","3.84313"
"16.22200","20.25181","3.84357"
"16.22300","20.25306","3.84389"
"16.22400","20.25431","3.84415"
"16.22500","20.25556","3.84432"
"16.22600","20.25681","3.84443"
"16.22700","20.25806","3.84465"
"16.22800","20.25931","3.84519"
"16.22900","20.26056","3.84609"
"16.23000","20.26181","3.84730"
"16.23100","20.26306","3.84879"
"16.23200","20.26431","3.85043"
"16.23300","20.26556","3.85200"
"16.23400","20.26681","3.85330"
"16.23500","20.26807","3.85424"
"16.23600","20.26932","3.85483"
"16.23700","20.27057","3.85504"
"16.23800","20.27182","3.85498"
"16.23900","20.27307","3.85497"
"16.24000","20.27432","3.85526"
"16.24100","20.27558","3.85578"
"16.24200","20.27683","3.85638"
"16.24300","20.27808","3.85714"
"16.24400","20.27933","3.85822"
"16.24500","20.28058","3.85946"
"16.24600","20.28183","3.86048"
"16.24700","20.28308","3.86105"
"16.24800","20.28433","3.86115"
"16.24900","20.28558","3.86087"
"16.25000","20.28683","3.86026"
"16.25100","20.28808","3.85950"
"16.25200","20.28933","3.85892"
"16.25300","20.29058","3.85875"
"16.25400","20.29183","3.85895"
"16.25500","20.29308","3.85945"
"16.25600","20.29432","3.86026"
"16.25700","20.29558","3.86128"
"16.25800","20.29682","3.86229"
"16.25900","20.29807","3.86312"
"16.26000","20.29932","3.86372"
"16.26100","20.30057","3.86417"
"16.26200","20.30182","3.86447"
"16.26300","20.30307","3.86453"
"16.26400","20.30432","3.86440"
"16.26500","20.30558","3.86432"
"16.26600","20.30683","3.86455"
"16.26700","20.30808","3.86527"
"16.26800","20.30933","3.86648"
"16.26900","20.31058","3.86787"
"16.27000","20.31183","3.86902"
"16.27100","20.31308","3.86975"
"16.27200","20.31434","3.87010"
"16.27300","20.31559","3.87009"
"16.27400","20.31684","3.86972"
"16.27500","20.31809","3.86917"
"16.27600","20.31935","3.86870"
"16.27700","20.32060","3.86856"
"16.27800","20.32185","3.86872"
"16.27900","20.32310","3.86899"
"16.28000","20.32436","3.86925"
"16.28100","20.32561","3.86971"
"16.28200","20.32686","3.87045"
"16.28300","20.32812","3.87114"
"16.28400","20.32937","3.87138"
"16.28500","20.33062","3.87108"
"16.28600","20.33187","3.87050"
"16.28700","20.33313","3.87004"
"16.28800","20.33438","3.86991"
"16.28900","20.33563","3.87006"
"16.29000","20.33688","3.87059"
"16.29100","20.33814","3.87181"
"16.29200","20.33939","3.87379"
"16.29300","20.34064","3.87582"
"16.29400","20.34189","3.87694"
"16.29500","20.34314","3.87722"
"16.29600","20.34439","3.87749"
"16.29700","20.34565","3.87787"
"16.29800","20.34690","3.87768"
"16.29900","20.34815","3.87671"
"16.30000","20.34940","3.87577"
"16.30100","20.35065","3.87562"
"16.30200","20.35190","3.87604"
"16.30300","20.35315","3.87641"
"16.30400","20.35440","3.87670"
"16.30500","20.35566","3.87725"
"16.30600","20.35690","3.87783"
"16.30700","20.35816","3.87794"
"16.30800","20.35941","3.87762"
"16.30900","20.36066","3.87713"
"16.31000","20.36191","3.87641"
"16.31100","20.36316","3.87527"
"16.31200","20.36441","3.87396"
"16.31300","20.36566","3.87285"
"16.31400","20.36691","3.87201"
"16.31500","20.36816","3.87135"
"16.31600","20.36941","3.87094"
"16.31700","20.37066","3.87088"
"16.31800","20.37191","3.87099"
"16.31900","20.37316","3.87096"
"16.32000","20.37441","3.87069"
"16.32100","20.37566","3.87026"
"16.32200","20.37691","3.86971"
"16.32300","20.37815","3.86907"
"16.32400","20.37940","3.86865"
"16.32500","20.38065","3.86874"
"16.32600","20.38190","3.86931"
"16.32700","20.38315","3.87023"
"16.32800","20.38439","3.87148"
"16.32900","20.38564","3.87303"
"16.33000","20.38688","3.87457"
"16.33100","20.38813","3.87579"
"16.33200","20.38938","3.87667"
"16.33300","20.39062","3.87734"
"16.33400","20.39187","3.87783"
"16.33500","20.39311","3.87806"
"16.33600","20.39436","3.87813"
"16.33700","20.39560","3.87831"
"16.33800","20.39685","3.87880"
"16.33900","20.39809","3.87960"
"16.34000","20.39934","3.88068"
"16.34100","20.40058","3.88194"
"16.34200","20.40183","3.88325"
"16.34300","20.40308","3.88439"
"16.34400","20.40432","3.88526"
"16.34500","20.40557","3.88583"
"16.34600","20.40681","3.88614"
"16.34700","20.40806","3.88628"
"16.34800","20.40931","3.88644"
"16.34900","20.41055","3.88675"
"16.35000","20.41180","3.88727"
"16.35100","20.41305","3.88803"
"16.35200","20.41429","3.88909"
"16.35300","20.41554","3.89047"
"16.35400","20.41679","3.89203"
"16.35500","20.41804","3.89355"
"16.35600","20.41928","3.89487"
"16.35700","20.42053","3.89595"
"16.35800","20.42178","3.89672"
"16.35900","20.42302","3.89716"
"16.36000","20.42427","3.89736"
"16.36100","20.42552","3.89760"
"16.36200","20.42676","3.89809"
"16.36300","20.42801","3.89898"
"16.36400","20.42926","3.90026"
"16.36500","20.43051","3.90184"
"16.36600","20.43176","3.90348"
"16.36700","20.43300","3.90491"
"16.36800","20.43425","3.90594"
"16.36900","20.43550","3.90654"
"16.37000","20.43675","3.90672"
"16.37100","20.43800","3.90654"
"16.37200","20.43925","3.90623"
"16.37300","20.44050","3.90603"
"16.37400","20.44175","3.90604"
"16.37500","20.44300","3.90628"
"16.37600","20.44425","3.90672"
"16.37700","20.44550","3.90733"
"16.37800","20.44675","3.90799"
"16.37900","20.44800","3.90852"
"16.38000","20.44925","3.90886"
"16.38100","20.45050","3.90899"
"16.38200","20.45175","3.90883"
"16.38300","20.45300","3.90832"
"16.38400","20.45425","3.90760"
"16.38500","20.45550","3.90693"
"16.38600","20.45675","3.90653"
"16.38700","20.45800","3.90654"
"16.38800","20.45925","3.90705"
"16.38900","20.46050","3.90795"
"16.39000","20.46175","3.90885"
"16.39100","20.46300","3.90949"
"16.39200","20.46425","3.90990"
"16.39300","20.46550","3.91014"
"16.39400","20.46675","3.91012"
"16.39500","20.46800","3.90984"
"16.39600","20.46924","3.90954"
"16.39700","20.47050","3.90948"
"16.39800","20.47174","3.90971"
"16.39900","20.47299","3.91014"
"16.40000","20.47424","3.91074"
"16.40100","20.47549","3.91150"
"16.40200","20.47674","3.91235"
"16.40300","20.47799","3.91310"
"16.40400","20.47924","3.91365"
"16.40500","20.48049","3.91395"
"16.40600","20.48174","3.91391"
"16.40700","20.48299","3.91350"
"16.40800","20.48425","3.91289"
"16.40900","20.48550","3.91228"
"16.41000","20.48675","3.91180"
"16.41100","20.48800","3.91158"
"16.41200","20.48925","3.91175"
"16.41300","20.49050","3.91234"
"16.41400","20.49175","3.91320"
"16.41500","20.49300","3.91405"
"16.41600","20.49425","3.91468"
"16.41700","20.49550","3.91498"
"16.41800","20.49675","3.91496"
"16.41900","20.49800","3.91474"
"16.42000","20.49925","3.91455"
"16.42100","20.50051","3.91460"
"16.42200","20.50176","3.91494"
"16.42300","20.50301","3.91558"
"16.42400","20.50426","3.91657"
"16.42500","20.50551","3.91788"
"16.42600","20.50677","3.91936"
"16.42700","20.50802","3.92080"
"16.42800","20.50927","3.92204"
"16.42900","20.51052","3.92296"
"16.43000","20.51178","3.92341"
"16.43100","20.51303","3.92338"
"16.43200","20.51429","3.92301"
"16.43300","20.51554","3.92254"
"16.43400","20.51680","3.92215"
"16.43500","20.51805","3.92197"
"16.43600","20.51931","3.92207"
"16.43700","20.52056","3.92238"
"16.43800","20.52182","3.92279"
"16.43900","20.52307","3.92314"
"16.44000","20.52433","3.92329"
"16.44100","20.52558","3.92317"
"16.44200","20.52684","3.92273"
"16.44300","20.52810","3.92201"
"16.44400","20.52935","3.92117"
"16.44500","20.53061","3.92036"
"16.44600","20.53186","3.91969"
"16.44700","20.53312","3.91922"
"16.44800","20.53437","3.91902"
"16.44900","20.53562","3.91916"
"16.45000","20.53688","3.91952"
"16.45100","20.53813","3.91994"
"16.45200","20.53938","3.92030"
"16.45300","20.54064","3.92051"
"16.45400","20.54189","3.92048"
"16.45500","20.54314","3.92020"
"16.45600","20.54440","3.91983"
"16.45700","20.54565","3.91958"
"16.45800","20.54690","3.91962"
"16.45900","20.54815","3.92002"
"16.46000","20.54941","3.92086"
"16.46100","20.55066","3.92212"
"16.46200","20.55191","3.92365"
"16.46300","20.55317","3.92518"
"16.46400","20.55442","3.92652"
"16.46500","20.55567","3.92761"
"16.46600","20.55692","3.92838"
"16.46700","20.55817","3.92879"
"16.46800","20.55943","3.92890"
"16.46900","20.56068","3.92886"
"16.47000","20.56193","3.92882"
"16.47100","20.56318","3.92894"
"16.47200","20.56443","3.92929"
"16.47300","20.56568","3.92989"
"16.47400","20.56693","3.93061"
"16.47500","20.56817","3.93128"
"16.47600","20.56943","3.93178"
"16.47700","20.57067","3.93203"
"16.47800","20.57192","3.93199"
"16.47900","20.57317","3.93165"
"16.48000","20.57442","3.93116"
"16.48100","20.57566","3.93076"
"16.48200","20.57691","3.93056"
"16.48300","20.57815","3.93061"
"16.48400","20.57940","3.93097"
"16.48500","20.58064","3.93168"
"16.48600","20.58189","3.93266"
"16.48700","20.58313","3.93377"
"16.48800","20.58438","3.93494"
"16.48900","20.58562","3.93609"
"16.49000","20.58686","3.93707"
"16.49100","20.58811","3.93772"
"16.49200","20.58935","3.93803"
"16.49300","20.59059","3.93818"
"16.49400","20.59184","3.93830"
"16.49500","20.59308","3.93851"
"16.49600","20.59432","3.93891"
"16.49700","20.59556","3.93958"
"16.49800","20.59681","3.94050"
"16.49900","20.59805","3.94147"
"16.50000","20.59929","3.94232"
"16.50100","20.60053","3.94302"
"16.50200","20.60178","3.94346"
"16.50300","20.60302","3.94358"
"16.50400","20.60426","3.94340"
"16.50500","20.60550","3.94309"
"16.50600","20.60675","3.94278"
"16.50700","20.60799","3.94259"
"16.50800","20.60923","3.94266"
"16.50900","20.61048","3.94309"
"16.51000","20.61172","3.94390"
"16.51100","20.61296","3.94495"
"16.51200","20.61420","3.94609"
"16.51300","20.61545","3.94719"
"16.51400","20.61669","3.94810"
"16.51500","20.61794","3.94876"
"16.51600","20.61918","3.94921"
"16.51700","20.62042","3.94960"
"16.51800","20.62167","3.95005"
"16.51900","20.62292","3.95067"
"16.52000","20.62416","3.95155"
"16.52100","20.62541","3.95268"
"16.52200","20.62666","3.95396"
"16.52300","20.62790","3.95530"
"16.52400","20.62915","3.95661"
"16.52500","20.63040","3.95775"
"16.52600","20.63165","3.95864"
"16.52700","20.63289","3.95919"
"16.52800","20.63414","3.95941"
"16.52900","20.63540","3.95938"
"16.53000","20.63665","3.95922"
"16.53100","20.63790","3.95908"
"16.53200","20.63915","3.95914"
"16.53300","20.64040","3.95953"
"16.53400","20.64165","3.96020"
"16.53500","20.64290","3.96101"
"16.53600","20.64416","3.96180"
"16.53700","20.64541","3.96236"
"16.53800","20.64667","3.96250"
"16.53900","20.64792","3.96219"
"16.54000","20.64917","3.96150"
"16.54100","20.65043","3.96057"
"16.54200","20.65169","3.95958"
"16.54300","20.65294","3.95870"
"16.54400","20.65420","3.95806"
"16.54500","20.65545","3.95778"
"16.54600","20.65671","3.95790"
"16.54700","20.65796","3.95835"
"16.54800","20.65922","3.95898"
"16.54900","20.66048","3.95954"
"16.55000","20.66173","3.95984"
"16.55100","20.66299","3.95984"
"16.55200","20.66425","3.95965"
"16.55300","20.66550","3.95939"
"16.55400","20.66676","3.95923"
"16.55500","20.66801","3.95933"
"16.55600","20.66927","3.95965"
"16.55700","20.67052","3.96010"
"16.55800","20.67178","3.96073"
"16.55900","20.67303","3.96164"
"16.56000","20.67429","3.96273"
"16.56100","20.67554","3.96375"
"16.56200","20.67680","3.96454"
"16.56300","20.67805","3.96511"
"16.56400","20.67931","3.96548"
"16.56500","20.68056","3.96556"
"16.56600","20.68182","3.96534"
"16.56700","20.68307","3.96502"
"16.56800","20.68432","3.96494"
"16.56900","20.68558","3.96525"
"16.57000","20.68683","3.96591"
"16.57100","20.68809","3.96684"
"16.57200","20.68934","3.96788"
"16.57300","20.69060","3.96879"
"16.57400","20.69185","3.96937"
"16.57500","20.69310","3.96951"
"16.57600","20.69436","3.96925"
"16.57700","20.69561","3.96871"
"16.57800","20.69687","3.96805"
"16.57900","20.69812","3.96745"
"16.58000","20.69937","3.96708"
"16.58100","20.70062","3.96705"
"16.58200","20.70188","3.96738"
"16.58300","20.70313","3.96803"
"16.58400","20.70439","3.96895"
"16.58500","20.70564","3.96997"
"16.58600","20.70689","3.97086"
"16.58700","20.70814","3.97154"
"16.58800","20.70940","3.97248"
"16.58900","20.71065","3.97518"
"16.59000","20.71190","3.98061"
"16.59100","20.71315","3.98655"
"16.59200","20.71440","3.98927"
"16.59300","20.71566","3.98788"
"16.59400","20.71691","3.98548"
"16.59500","20.71816","3.98518"
"16.59600","20.71941","3.98634"
"16.59700","20.72066","3.98625"
"16.59800","20.72192","3.98463"
"16.59900","20.72317","3.98372"
"16.60000","20.72442","3.98412"
"16.60100","20.72568","3.98381"
"16.60200","20.72693","3.98178"
"16.60300","20.72819","3.97959"
"16.60400","20.72944","3.97864"
"16.60500","20.73070","3.97830"
"16.60600","20.73196","3.97757"
"16.60700","20.73321","3.97678"
"16.60800","20.73447","3.97663"
"16.60900","20.73573","3.97667"
"16.61000","20.73698","3.97599"
"16.61100","20.73824","3.97454"
"16.61200","20.73950","3.97293"
"16.61300","20.74075","3.97124"
"16.61400","20.74201","3.96939"
"16.61500","20.74326","3.96788"
"16.61600","20.74452","3.96728"
"16.61700","20.74578","3.96743"
"16.61800","20.74703","3.96785"
"16.61900","20.74828","3.96845"
"16.62000","20.74954","3.96923"
"16.62100","20.75079","3.97008"
"16.62200","20.75205","3.97100"
"16.62300","20.75330","3.97221"
"16.62400","20.75455","3.97363"
"16.62500","20.75581","3.97488"
"16.62600","20.75706","3.97570"
"16.62700","20.75831","3.97626"
"16.62800","20.75956","3.97690"
"16.62900","20.76081","3.97772"
"16.63000","20.76207","3.97879"
"16.63100","20.76332","3.98027"
"16.63200","20.76457","3.98204"
"16.63300","20.76582","3.98367"
"16.63400","20.76707","3.98479"
"16.63500","20.76832","3.98543"
"16.63600","20.76957","3.98573"
"16.63700","20.77081","3.98569"
"16.63800","20.77206","3.98544"
"16.63900","20.77331","3.98524"
"16.64000","20.77456","3.98529"
"16.64100","20.77580","3.98570"
"16.64200","20.77704","3.98647"
"16.64300","20.77829","3.98745"
"16.64400","20.77953","3.98840"
"16.64500","20.78078","3.98918"
"16.64600","20.78202","3.98978"
"16.64700","20.78326","3.99022"
"16.64800","20.78450","3.99047"
"16.64900","20.78574","3.99051"
"16.65000","20.78698","3.99041"
"16.65100","20.78823","3.99031"
"16.65200","20.78946","3.99019"
"16.65300","20.79070","3.99016"
"16.65400","20.79195","3.99052"
"16.65500","20.79318","3.99147"
"16.65600","20.79443","3.99275"
"16.65700","20.79567","3.99400"
"16.65800","20.79691","3.99511"
"16.65900","20.79815","3.99601"
"16.66000","20.79939","3.99643"
"16.66100","20.80063","3.99627"
"16.66200","20.80187","3.99588"
"16.66300","20.80311","3.99572"
"16.66400","20.80436","3.99578"
"16.66500","20.80560","3.99588"
"16.66600","20.80684","3.99610"
"16.66700","20.80808","3.99667"
"16.66800","20.80933","3.99745"
"16.66900","20.81057","3.99802"
"16.67000","20.81182","3.99817"
"16.67100","20.81306","3.99811"
"16.67200","20.81431","3.99792"
"16.67300","20.81556","3.99743"
"16.67400","20.81680","3.99662"
"16.67500","20.81805","3.99575"
"16.67600","20.81930","3.99500"
"16.67700","20.82055","3.99431"
"16.67800","20.82180","3.99378"
"16.67900","20.82305","3.99385"
"16.68000","20.82430","3.99460"
"16.68100","20.82555","3.99547"
"16.68200","20.82680","3.99594"
"16.68300","20.82805","3.99604"
"16.68400","20.82930","3.99592"
"16.68500","20.83055","3.99554"
"16.68600","20.83181","3.99502"
"16.68700","20.83306","3.99484"
"16.68800","20.83431","3.99534"
"16.68900","20.83557","3.99640"
"16.69000","20.83682","3.99782"
"16.69100","20.83807","3.99950"
"16.69200","20.83933","4.00110"
"16.69300","20.84058","4.00229"
"16.69400","20.84184","4.00314"
"16.69500","20.84309","4.00389"
"16.69600","20.84435","4.00451"
"16.69700","20.84561","4.00464"
"16.69800","20.84686","4.00418"
"16.69900","20.84812","4.00357"
"16.70000","20.84937","4.00319"
"16.70100","20.85063","4.00290"
"16.70200","20.85188","4.00261"
"16.70300","20.85314","4.00256"
"16.70400","20.85439","4.00296"
"16.70500","20.85565","4.00358"
"16.70600","20.85691","4.00418"
"16.70700","20.85816","4.00470"
"16.70800","20.85942","4.00510"
"16.70900","20.86067","4.00517"
"16.71000","20.86193","4.00482"
"16.71100","20.86318","4.00428"
"16.71200","20.86444","4.00383"
"16.71300","20.86569","4.00360"
"16.71400","20.86695","4.00359"
"16.71500","20.86820","4.00388"
"16.71600","20.86945","4.00444"
"16.71700","20.87071","4.00513"
"16.71800","20.87196","4.00573"
"16.71900","20.87322","4.00622"
"16.72000","20.87447","4.00661"
"16.72100","20.87572","4.00693"
"16.72200","20.87698","4.00737"
"16.72300","20.87823","4.00821"
